CustomerID,PAGE_NAME,TIMESTAMP,AgeCategory_x,Gender_x,ComplaintTopicID
6641,mijn_online_trainingen,42:44.3,50-65,M,68
6641,mijn_berichten,08:49.9,50-65,M,68
6904,mijn_berichten,58:03.7,50-65,V,59
6904,home,21:00.4,50-65,V,59
6904,mijn_werkmap,40:50.9,50-65,V,59
7231,sollicitatie-wijziging,17:31.2,18-29,M,50
7324,mijn_werkmap,38:38.4,40-49,M,32
7324,mijn_cv,15:26.6,40-49,M,32
7324,wijziging_doorgeven,08:31.5,40-49,M,32
7324,mijn_bewijs_van_inschrijving,13:44.8,40-49,M,32
7324,taken,53:52.8,40-49,M,32
7354,wdo,55:30.5,40-49,M,13
7354,mijn_werkmap,43:01.6,40-49,M,13
7354,taken,43:13.4,40-49,M,13
7554,mijn_cv,55:37.6,50-65,V,4
7554,mijn_berichten,13:37.5,50-65,V,4
7554,taken,14:33.3,50-65,V,4
7600,mijn_cv,08:53.9,40-49,M,13
7600,vacatures_zoeken,19:37.7,40-49,M,13
7600,mijn_berichten,09:35.7,40-49,M,13
7600,home,10:00.9,40-49,M,13
7600,taken,44:14.1,40-49,M,13
7793,taken,56:30.2,50-65,V,2
7793,mijn_werkmap,50:00.8,50-65,V,2
7793,wijziging_doorgeven,50:29.3,50-65,V,2
7864,mijn_agenda,51:26.5,50-65,V,32
7864,vacatures_zoeken,03:46.0,50-65,V,32
7864,mijn_online_trainingen,08:06.1,50-65,V,32
7864,taken,11:28.9,50-65,V,32
7864,mijn_documenten,31:35.8,50-65,V,32
7864,mijn_sollicitaties,31:50.0,50-65,V,32
8135,vacatures_zoeken,42:02.6,50-65,V,29
8135,foutopgetreden.html,29:34.9,50-65,V,29
8216,mijn_bewijs_van_inschrijving,25:02.4,40-49,M,7
8216,mijn_sollicitaties,07:36.2,40-49,M,7
8216,mijn_berichten,19:41.0,40-49,M,7
8216,mijn_werkmap,54:53.0,40-49,M,7
8216,Portal (ignore_request_page),55:36.6,40-49,M,7
8392,vacatures_zoeken,25:42.6,18-29,M,31
8392,wdo,40:46.0,18-29,M,31
8392,wdo,41:17.9,18-29,M,31
8392,mijn_werkmap,46:32.0,18-29,M,31
8392,taken,12:25.7,18-29,M,31
8499,mijn_werkmap,45:27.3,50-65,V,28
8499,taken,45:32.1,50-65,V,28
8499,vacatures_zoeken,05:02.7,50-65,V,28
8544,vacatures_zoeken,02:15.7,30-39,M,33
8544,mijn_berichten,46:29.1,30-39,M,33
8544,taken,04:18.7,30-39,M,33
8620,taken,57:11.6,50-65,M,40
8620,mijn_werkmap,57:33.1,50-65,M,40
8829,vacatures_zoeken,00:57.6,30-39,M,4
8829,mijn_werkmap,11:00.6,30-39,M,4
8851,vacatures_zoeken,19:50.4,50-65,M,46
8851,taken,25:30.2,50-65,M,46
8919,mijn_werkmap,29:21.9,30-39,V,50
8919,mijn_cv,28:41.8,30-39,V,50
8919,mijn_berichten,25:04.2,30-39,V,50
8919,vacatures_zoeken,37:43.5,30-39,V,50
8919,taken,55:10.0,30-39,V,50
8919,mijn_online_trainingen,22:19.3,30-39,V,50
8919,wdo,50:38.7,30-39,V,50
8945,mijn_berichten,59:41.3,30-39,M,32
8945,taken,00:11.6,30-39,M,32
8945,vacatures_zoeken,50:27.3,30-39,M,32
8945,mijn_online_trainingen,45:57.9,30-39,M,32
8948,wdo,56:13.2,40-49,M,32
8948,vacatures_zoeken,25:49.5,40-49,M,32
9092,wdo,19:23.0,50-65,M,29
9092,mijn_werkmap,19:27.6,50-65,M,29
9832,mijn_berichten,42:48.3,40-49,M,33
9832,mijn_documenten,45:56.1,40-49,M,33
9832,vacatures_zoeken,26:15.8,40-49,M,33
11010,taken,24:16.9,50-65,V,57
11172,mijn_cv,58:22.0,50-65,V,20
11172,mijn_sollicitaties,01:32.2,50-65,V,20
11172,mijn_werkmap,03:49.6,50-65,V,20
11172,vacatures_zoeken,24:50.9,50-65,V,20
11172,mijn_documenten,29:16.2,50-65,V,20
11172,wdo,25:02.1,50-65,V,20
11172,taken,12:36.4,50-65,V,20
11172,mijn_berichten,55:40.5,50-65,V,20
11384,mijn_cv,42:13.9,50-65,V,63
11384,mijn_tips,42:18.0,50-65,V,63
11384,mijn_documenten,42:32.5,50-65,V,63
11450,vacatures_zoeken,14:24.0,40-49,V,33
11511,vacatures_zoeken,59:54.4,50-65,V,58
11777,wdo,17:58.0,40-49,V,67
11777,vacatures_zoeken,56:07.7,40-49,V,67
11777,mijn_sollicitaties,06:00.5,40-49,V,67
12060,vacatures_zoeken,00:31.3,18-29,M,9
12060,mijn_berichten,46:47.0,18-29,M,9
12060,taken,25:39.4,18-29,M,9
12060,mijn_cv,34:28.6,18-29,M,9
12162,taken,55:13.8,50-65,M,7
12401,mijn_werkmap,15:58.0,50-65,M,19
12401,taken,16:35.4,50-65,M,19
12401,home,33:45.2,50-65,M,19
12401,wdo,49:21.8,50-65,M,19
12452,taken,48:36.6,30-39,M,31
12452,vacatures_zoeken,03:49.6,30-39,M,31
12452,mijn_werkmap,52:32.9,30-39,M,31
12457,foutopgetreden.html,16:02.2,50-65,M,44
12457,vacatures_zoeken,23:51.4,50-65,M,44
12457,taken,56:01.0,50-65,M,44
12473,mijn_werkmap,16:47.4,30-39,M,9
12473,taken,19:27.7,30-39,M,9
12530,taken,19:43.6,50-65,V,52
12530,mijn_werkmap,58:53.6,50-65,V,52
12646,wdo,18:50.3,50-65,V,58
12646,mijn_documenten,19:51.0,50-65,V,58
12695,wdo,12:31.4,50-65,V,32
12695,vacatures_zoeken,00:13.9,50-65,V,32
12876,mijn_berichten,33:11.8,50-65,M,2
12876,wijziging_doorgeven,14:58.3,50-65,M,2
12876,taken,29:56.0,50-65,M,2
12906,vacatures_zoeken,34:56.2,50-65,M,20
12906,mijn_cv,38:36.1,50-65,M,20
12906,taken,23:02.4,50-65,M,20
12947,vacatures_zoeken,47:07.6,40-49,V,33
12947,mijn_sollicitaties,10:10.3,40-49,V,33
12947,taken,36:58.8,40-49,V,33
13169,mijn_documenten,05:05.3,50-65,M,61
13169,wdo,40:23.3,50-65,M,61
13169,taken,50:38.3,50-65,M,61
13169,mijn_bewijs_van_inschrijving,51:33.2,50-65,M,61
13354,mijn_berichten,43:02.1,40-49,V,9
13354,vacatures_zoeken,43:56.9,40-49,V,9
13354,taken,42:12.8,40-49,V,9
13518,taken,31:39.4,50-65,M,9
13518,mijn_werkmap,22:44.5,50-65,M,9
13518,mijn_online_trainingen,06:10.2,50-65,M,9
14081,vacatures_zoeken,03:16.4,40-49,M,24
14109,mijn_werkmap,03:55.0,50-65,M,2
14109,Portal (ignore_request_page),59:43.7,50-65,M,2
14109,timeout.htm,14:44.4,50-65,M,2
14109,mijn_tips,48:46.5,50-65,M,2
14109,vacatures_zoeken,46:56.0,50-65,M,2
14109,mijn_berichten,03:21.4,50-65,M,2
14109,home,50:46.2,50-65,M,2
14180,wdo,13:06.9,18-29,M,13
14180,mijn_cv,13:41.9,18-29,M,13
14923,mijn_bewijs_van_inschrijving,27:48.9,30-39,V,68
14923,mijn_sollicitaties,46:59.0,30-39,V,68
14923,wdo,47:15.5,30-39,V,68
14923,taken,47:22.9,30-39,V,68
14929,wijziging_doorgeven,50:43.2,30-39,V,67
14929,mijn_werkmap,55:09.4,30-39,V,67
14929,taken,47:33.3,30-39,V,67
14929,mijn_berichten,47:49.5,30-39,V,67
14929,home,01:13.3,30-39,V,67
15194,wdo,37:31.3,30-39,V,20
15194,mijn_cv,37:42.7,30-39,V,20
15535,taken,51:13.7,50-65,M,60
15535,timeout.htm,39:28.8,50-65,M,60
15535,mijn_online_trainingen,35:36.0,50-65,M,60
15535,vacatures_zoeken,30:33.4,50-65,M,60
15535,wdo,42:06.6,50-65,M,60
15917,mijn_berichten,37:32.5,30-39,V,41
15917,mijn_cv,18:46.6,30-39,V,41
15917,vacatures_zoeken,07:14.3,30-39,V,41
15917,mijn_sollicitaties,08:41.3,30-39,V,41
15917,taken,09:07.3,30-39,V,41
16029,wdo,14:42.7,50-65,V,19
16029,mijn_werkmap,15:27.0,50-65,V,19
16111,home,04:09.4,50-65,M,48
16111,vacatures_zoeken,57:30.4,50-65,M,48
16111,mijn_berichten,11:43.9,50-65,M,48
16111,mijn_cv,43:42.3,50-65,M,48
16111,foutopgetreden.html,19:37.6,50-65,M,48
16111,wdo,59:41.1,50-65,M,48
16741,taken,19:45.5,50-65,V,32
16741,mijn_berichten,15:51.7,50-65,V,32
16919,mijn_werkmap,34:17.8,18-29,M,20
16919,taken,58:06.0,18-29,M,20
17013,wdo,08:27.4,30-39,V,20
17013,wdo,22:11.9,30-39,V,20
17013,mijn_documenten,24:12.7,30-39,V,20
17082,mijn_werkmap,02:57.6,50-65,V,67
17082,taken,37:50.0,50-65,V,67
17142,vacatures_zoeken,17:44.1,18-29,M,2
17142,taken,16:09.4,18-29,M,2
17380,sollicitatie-wijziging,34:16.1,18-29,V,50
17380,taken,34:27.2,18-29,V,50
17380,mijn_werkmap,43:21.7,18-29,V,50
17581,mijn_cv,11:35.7,40-49,V,26
17581,mijn_bewijs_van_inschrijving,31:20.3,40-49,V,26
17581,vacatures_zoeken,04:40.5,40-49,V,26
17581,mijn_berichten,16:40.9,40-49,V,26
17581,mijn_online_trainingen,19:10.8,40-49,V,26
17581,taken,42:53.2,40-49,V,26
17581,mijn_documenten,50:57.0,40-49,V,26
17581,mijn_werkmap,04:31.4,40-49,V,26
17938,wdo,51:27.1,30-39,V,13
17938,mijn_werkmap,34:18.0,30-39,V,13
18036,vacatures_zoeken,07:03.8,50-65,V,13
18127,taken,58:54.7,50-65,V,9
18127,mijn_berichten,46:17.7,50-65,V,9
18254,mijn_documenten,18:25.5,50-65,V,57
18254,mijn_werkmap,01:15.2,50-65,V,57
18515,taken,30:40.9,30-39,V,50
18515,mijn_werkmap,04:35.7,30-39,V,50
18515,mijn_berichten,33:19.5,30-39,V,50
18547,mijn_berichten,00:14.1,50-65,V,54
18547,vacatures_zoeken,37:28.0,50-65,V,54
18547,mijn_sollicitaties,20:03.8,50-65,V,54
18647,vacatures_zoeken,12:07.1,50-65,V,41
18647,taken,19:49.1,50-65,V,41
18759,mijn_sollicitaties,59:15.9,18-29,M,7
18759,taken,23:46.5,18-29,M,7
18759,vacatures_zoeken,49:45.5,18-29,M,7
19197,mijn_sollicitaties,02:50.6,30-39,V,13
19197,taken,08:56.1,30-39,V,13
19197,vacatures_zoeken,10:49.2,30-39,V,13
19291,taken,43:10.3,40-49,V,13
19291,wijziging_doorgeven,31:07.2,40-49,V,13
19386,mijn_werkmap,37:37.7,18-29,M,52
19386,taken,53:02.6,18-29,M,52
19808,vacatures_zoeken,31:29.9,30-39,V,13
19814,mijn_cv,58:00.4,50-65,V,28
19814,mijn_bewijs_van_inschrijving,04:12.4,50-65,V,28
19814,taken,47:39.1,50-65,V,28
19814,mijn_berichten,29:42.5,50-65,V,28
20253,wdo,18:20.1,40-49,V,33
20253,vacatures_zoeken,53:06.1,40-49,V,33
20253,taken,44:42.8,40-49,V,33
20476,taken,24:31.3,50-65,V,34
20476,mijn_werkmap,25:26.1,50-65,V,34
20962,taken,21:39.9,30-39,M,31
20962,mijn_netwerk,40:55.2,30-39,M,31
20962,Portal (ignore_request_page),00:11.6,30-39,M,31
20962,mijn_online_trainingen,44:41.0,30-39,M,31
20962,mijn_sollicitaties,47:08.5,30-39,M,31
20962,vacatures_zoeken,21:36.9,30-39,M,31
21041,vacatures_zoeken,28:35.0,40-49,M,61
21041,mijn_cv,55:00.1,40-49,M,61
21539,mijn_cv,27:27.7,40-49,M,59
21539,mijn_werkmap,40:37.4,40-49,M,59
21539,taken,44:15.3,40-49,M,59
21539,vacatures_zoeken,36:52.8,40-49,M,59
21608,mijn_cv,46:21.4,30-39,V,63
21608,mijn_online_trainingen,18:59.7,30-39,V,63
21608,mijn_berichten,34:31.2,30-39,V,63
21608,taken,20:45.7,30-39,V,63
21608,mijn_werkmap,43:14.2,30-39,V,63
22030,vacatures_zoeken,21:42.8,50-65,M,7
22030,taken,24:54.1,50-65,M,7
22170,wdo,11:14.9,30-39,M,31
22170,wdo,12:32.6,30-39,M,31
22170,wdo,12:53.4,30-39,M,31
22170,mijn_online_trainingen,49:45.2,30-39,M,31
22170,taken,28:11.3,30-39,M,31
22170,mijn_cv,30:56.1,30-39,M,31
22170,mijn_bewijs_van_inschrijving,53:16.2,30-39,M,31
22170,mijn_berichten,22:22.9,30-39,M,31
22325,wijziging_doorgeven,56:01.7,50-65,V,11
22325,mijn_werkmap,50:16.2,50-65,V,11
22325,mijn_berichten,26:37.5,50-65,V,11
22325,mijn_cv,58:03.0,50-65,V,11
22325,vacatures_zoeken,54:30.9,50-65,V,11
22325,mijn_online_trainingen,22:48.4,50-65,V,11
22325,taken,02:06.3,50-65,V,11
22386,taken,06:54.0,40-49,M,33
22386,foutopgetreden.html,13:32.4,40-49,M,33
22386,mijn_berichten,57:37.0,40-49,M,33
22386,vacatures_zoeken,26:16.8,40-49,M,33
22722,taken,44:13.7,50-65,V,33
22722,mijn_werkmap,33:53.9,50-65,V,33
22722,vacatures_zoeken,29:25.1,50-65,V,33
22972,vacatures_zoeken,42:52.3,30-39,M,32
22972,taken,13:48.2,30-39,M,32
22974,mijn_bewijs_van_inschrijving,31:12.1,18-29,V,54
22974,mijn_sollicitaties,19:56.5,18-29,V,54
23541,mijn_werkmap,16:59.3,30-39,M,67
23541,taken,34:10.8,30-39,M,67
23541,mijn_bewijs_van_inschrijving,39:22.0,30-39,M,67
23790,foutopgetreden.html,47:20.8,50-65,M,32
23790,mijn_bewijs_van_inschrijving,00:57.9,50-65,M,32
23790,timeout.htm,58:07.5,50-65,M,32
23790,mijn_tips,58:55.1,50-65,M,32
23790,mijn_cv,09:12.8,50-65,M,32
23790,vacatures_zoeken,11:13.7,50-65,M,32
23790,taken,41:22.5,50-65,M,32
24215,vacatures_zoeken,48:50.6,50-65,V,33
24215,mijn_berichten,59:14.7,50-65,V,33
24402,wdo,13:51.9,40-49,V,50
24402,mijn_cv,14:11.2,40-49,V,50
24402,mijn_online_trainingen,35:14.8,40-49,V,50
24402,wdo,01:37.8,40-49,V,50
24402,mijn_werkmap,03:08.6,40-49,V,50
24402,taken,38:46.5,40-49,V,50
24402,vacatures_zoeken,33:05.6,40-49,V,50
24510,vacatures_zoeken,33:18.6,50-65,M,62
24657,mijn_cv,50:16.9,40-49,V,13
24657,vacatures_zoeken,57:24.3,40-49,V,13
24657,taken,43:10.0,40-49,V,13
24683,taken,44:39.9,40-49,M,11
24764,mijn_online_trainingen,59:53.1,50-65,M,20
24764,vacatures_zoeken,47:58.0,50-65,M,20
24764,mijn_berichten,14:03.5,50-65,M,20
24814,mijn_berichten,08:21.2,50-65,V,32
24814,vacatures_zoeken,23:23.1,50-65,V,32
24814,mijn_bewijs_van_inschrijving,26:54.9,50-65,V,32
24814,taken,27:07.0,50-65,V,32
25132,timeout.htm,28:06.7,40-49,V,28
25132,vacatures_zoeken,26:08.2,40-49,V,28
25132,taken,19:56.3,40-49,V,28
25132,mijn_sollicitaties,07:39.9,40-49,V,28
25210,wijziging_doorgeven,27:31.1,30-39,M,9
25210,vacatures_zoeken,05:15.7,30-39,M,9
25210,taken,20:14.7,30-39,M,9
25210,timeout.htm,15:38.5,30-39,M,9
25210,mijn_sollicitaties,48:02.0,30-39,M,9
25210,mijn_berichten,55:46.1,30-39,M,9
25292,timeout.htm,54:18.4,18-29,M,33
25292,mijn_cv,29:50.1,18-29,M,33
25292,home,51:40.9,18-29,M,33
25292,taken,05:37.4,18-29,M,33
25292,vacatures_zoeken,32:50.7,18-29,M,33
25331,mijn_berichten,34:04.0,30-39,M,8
25331,taken,45:24.8,30-39,M,8
25348,wdo,34:29.9,18-29,V,29
25348,mijn_berichten,59:41.4,18-29,V,29
25360,mijn_werkmap,10:40.4,50-65,V,28
25360,taken,31:05.7,50-65,V,28
25614,vacatures_zoeken,35:05.2,50-65,M,11
25614,mijn_berichten,35:20.0,50-65,M,11
26176,foutopgetreden.html,26:29.0,30-39,M,56
26176,mijn_werkmap,43:07.5,30-39,M,56
26176,taken,44:04.1,30-39,M,56
26176,mijn_berichten,33:03.7,30-39,M,56
26176,vacatures_zoeken,28:59.3,30-39,M,56
26326,vacatures_zoeken,46:21.8,30-39,M,15
26326,mijn_cv,50:16.0,30-39,M,15
26526,taken,16:59.1,18-29,M,13
26526,mijn_tips,59:20.7,18-29,M,13
26916,mijn_sollicitaties,10:37.2,40-49,M,7
26916,mijn_werkmap,22:55.4,40-49,M,7
26916,taken,46:01.2,40-49,M,7
27052,vacatures_zoeken,26:46.5,50-65,V,9
27052,taken,09:24.9,50-65,V,9
27052,mijn_cv,18:52.6,50-65,V,9
27128,taken,06:03.7,50-65,V,7
27128,vacatures_zoeken,32:59.4,50-65,V,7
27228,mijn_werkmap,05:04.1,50-65,M,29
27228,vacatures_zoeken,13:04.2,50-65,M,29
27228,mijn_berichten,41:04.7,50-65,M,29
27228,taken,21:58.5,50-65,M,29
27387,wijziging_doorgeven,11:25.2,30-39,V,32
27387,vacatures_zoeken,11:07.6,30-39,V,32
27507,mijn_bewijs_van_inschrijving,41:46.0,18-29,M,50
27507,mijn_berichten,01:58.8,18-29,M,50
27507,wdo,24:34.5,18-29,M,50
27507,vacatures_zoeken,24:39.3,18-29,M,50
27507,mijn_cv,24:43.5,18-29,M,50
27507,taken,59:30.3,18-29,M,50
27722,taken,17:14.6,50-65,V,32
27722,sollicitatie-wijziging,23:15.4,50-65,V,32
28059,vacatures_zoeken,32:37.1,40-49,V,20
28059,mijn_sollicitaties,02:11.0,40-49,V,20
28059,taken,12:19.5,40-49,V,20
28059,mijn_berichten,02:54.3,40-49,V,20
28112,mijn_werkmap,39:40.9,30-39,V,13
28112,taken,36:32.6,30-39,V,13
28112,mijn_berichten,38:37.4,30-39,V,13
28112,mijn_sollicitaties,32:48.9,30-39,V,13
28848,taken,26:28.0,50-65,M,4
28848,mijn_berichten,17:59.2,50-65,M,4
28848,vacatures_zoeken,18:50.8,50-65,M,4
29035,wdo,23:19.1,30-39,V,7
29035,mijn_bewijs_van_inschrijving,56:54.6,30-39,V,7
29035,vacatures_zoeken,01:18.1,30-39,V,7
29035,mijn_berichten,30:04.1,30-39,V,7
29035,mijn_cv,31:08.5,30-39,V,7
29035,timeout.htm,57:09.0,30-39,V,7
29035,foutopgetreden.html,29:35.1,30-39,V,7
29035,taken,43:03.2,30-39,V,7
29597,mijn_werkmap,57:45.9,30-39,M,9
29865,wdo,56:29.3,18-29,M,33
29865,mijn_werkmap,56:41.8,18-29,M,33
29865,vacatures_zoeken,55:40.0,18-29,M,33
29865,taken,57:09.5,18-29,M,33
29921,timeout.htm,30:38.9,30-39,V,4
29921,taken,03:46.0,30-39,V,4
29921,mijn_berichten,29:11.3,30-39,V,4
29921,mijn_werkmap,02:41.1,30-39,V,4
29921,vacatures_zoeken,38:15.0,30-39,V,4
29921,mijn_sollicitaties,37:24.5,30-39,V,4
30294,taken,14:11.3,50-65,V,67
30294,mijn_werkmap,40:06.0,50-65,V,67
30413,taken,42:43.8,50-65,M,61
30413,vacatures_zoeken,43:28.0,50-65,M,61
30413,mijn_werkmap,47:23.4,50-65,M,61
30631,wdo,45:02.0,50-65,V,52
30631,wdo,45:04.0,50-65,V,52
30631,wdo,45:54.5,50-65,V,52
30631,mijn_werkmap,56:51.0,50-65,V,52
30631,mijn_bewijs_van_inschrijving,48:15.7,50-65,V,52
30631,Portal (ignore_request_page),27:34.5,50-65,V,52
30631,timeout.htm,02:52.0,50-65,V,52
31004,wdo,17:21.8,50-65,V,32
31004,wdo,28:02.5,50-65,V,32
31004,mijn_werkmap,28:07.7,50-65,V,32
31004,wdo,30:14.7,50-65,V,32
31004,vacatures_zoeken,36:57.5,50-65,V,32
31004,mijn_cv,07:40.1,50-65,V,32
31259,vacatures_zoeken,29:41.1,30-39,M,60
31259,sollicitatie-wijziging,42:43.1,30-39,M,60
31466,vacatures_zoeken,54:16.4,18-29,V,34
31466,mijn_sollicitaties,44:41.6,18-29,V,34
31466,mijn_werkmap,54:56.3,18-29,V,34
31466,timeout.htm,37:10.7,18-29,V,34
31466,taken,27:18.2,18-29,V,34
31609,vacatures_zoeken,56:46.4,50-65,V,40
31609,mijn_werkmap,50:13.2,50-65,V,40
31609,mijn_bewijs_van_inschrijving,31:59.7,50-65,V,40
31609,home,27:47.6,50-65,V,40
31609,mijn_berichten,25:58.5,50-65,V,40
32000,mijn_cv,06:07.8,40-49,M,32
32000,wijziging_doorgeven,33:04.9,40-49,M,32
32000,foutopgetreden.html,20:58.5,40-49,M,32
32000,PORTAL.wwsec_app_priv.logout,47:48.7,40-49,M,32
32000,mijn_werkmap,39:48.6,40-49,M,32
32000,vacatures_zoeken,24:58.3,40-49,M,32
32000,taken,56:40.2,40-49,M,32
32222,mijn_berichten,52:13.4,50-65,M,32
32222,vacatures_zoeken,53:58.3,50-65,M,32
32222,sollicitatie-wijziging,47:50.0,50-65,M,32
32222,taken,30:11.8,50-65,M,32
32268,mijn_berichten,02:12.9,18-29,V,65
32583,mijn_cv,55:27.8,50-65,V,63
32583,mijn_werkmap,07:05.5,50-65,V,63
32583,taken,02:04.3,50-65,V,63
33381,taken,13:24.8,40-49,V,9
33585,wijziging_doorgeven,23:42.9,40-49,V,2
33585,sollicitatie-wijziging,42:59.4,40-49,V,2
33776,foutopgetreden.html,59:32.1,50-65,V,67
33776,mijn_berichten,52:05.0,50-65,V,67
33823,taken,20:50.5,50-65,V,11
33823,mijn_werkmap,05:47.4,50-65,V,11
33823,mijn_berichten,00:07.4,50-65,V,11
33823,mijn_online_trainingen,23:49.9,50-65,V,11
34100,mijn_cv,00:20.0,40-49,M,33
34100,mijn_berichten,41:07.3,40-49,M,33
34100,mijn_sollicitaties,20:28.6,40-49,M,33
34100,mijn_werkmap,08:18.8,40-49,M,33
34100,vacatures_zoeken,56:51.0,40-49,M,33
34100,taken,11:02.4,40-49,M,33
34448,mijn_cv,33:45.1,30-39,V,27
34448,mijn_bewijs_van_inschrijving,05:39.8,30-39,V,27
34448,taken,20:42.3,30-39,V,27
34448,mijn_berichten,09:17.2,30-39,V,27
34448,mijn_werkmap,37:39.4,30-39,V,27
34448,vacatures_zoeken,21:22.2,30-39,V,27
34448,home,39:51.4,30-39,V,27
34571,mijn_sollicitaties,56:16.4,50-65,V,20
34571,vacatures_zoeken,27:28.5,50-65,V,20
34571,taken,32:46.8,50-65,V,20
34573,mijn_werkmap,27:26.1,40-49,V,67
34573,mijn_sollicitaties,29:39.6,40-49,V,67
34573,wdo,31:46.0,40-49,V,67
34573,wdo,41:39.0,40-49,V,67
34780,home,08:24.2,40-49,M,9
34780,vacatures_zoeken,16:12.0,40-49,M,9
34780,taken,38:54.8,40-49,M,9
35035,sollicitatie-wijziging,18:06.0,50-65,V,9
35035,mijn_sollicitaties,27:11.3,50-65,V,9
35065,vacatures_zoeken,25:16.5,18-29,V,33
35065,mijn_berichten,25:30.0,18-29,V,33
35065,mijn_werkmap,01:30.1,18-29,V,33
35065,mijn_documenten,09:22.4,18-29,V,33
35065,taken,51:51.6,18-29,V,33
35170,mijn_cv,42:41.6,40-49,M,32
35293,taken,04:41.2,18-29,M,67
35293,vacatures_zoeken,35:00.3,18-29,M,67
35293,wdo,55:44.9,18-29,M,67
35501,vacatures_zoeken,02:30.3,40-49,V,33
35501,mijn_berichten,43:15.3,40-49,V,33
35501,mijn_tips,26:23.8,40-49,V,33
35501,taken,14:07.5,40-49,V,33
35501,mijn_werkmap,43:43.1,40-49,V,33
35575,vacatures_zoeken,17:54.4,30-39,V,63
35575,foutopgetreden.html,06:30.9,30-39,V,63
35575,mijn_berichten,58:38.3,30-39,V,63
35575,wijziging_doorgeven,20:21.0,30-39,V,63
35975,mijn_werkmap,38:35.9,40-49,V,61
35975,mijn_sollicitaties,39:00.6,40-49,V,61
